domain,file,symbol,layer,role,calls_internal,called_by_internal,delegation_depth,decision_count,statement_count,has_branching,has_persistence,has_error_handling,superset_of,chain
account,notifications_facade,NotificationPreferences.to_dict,L5,WRAPPER,,profile:load_governance_config,0,0,1,no,no,no,,notifications_facade.NotificationPreferences.to_dict
account,notifications_facade,NotificationsFacade.__init__,L5,LEAF,,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,0,0,3,no,no,no,,notifications_facade.NotificationsFacade.__init__
account,notifications_facade,NotificationsFacade.get_channel,L5,WRAPPER,,,0,0,1,no,no,no,,notifications_facade.NotificationsFacade.get_channel
account,notifications_facade,NotificationsFacade.get_notification,L5,LEAF,,,0,1,3,yes,no,no,,notifications_facade.NotificationsFacade.get_notification
account,notifications_facade,NotificationsFacade.get_preferences,L5,LEAF,,accounts_facade:AccountsFacade.update_profile | accounts_facade_driver:AccountsFacadeDriver.update_user_profile | notifications_facade:NotificationsFacade.update_preferences,0,1,3,yes,no,no,,notifications_facade.NotificationsFacade.get_preferences
account,notifications_facade,NotificationsFacade.list_channels,L5,WRAPPER,,,0,0,1,no,no,no,,notifications_facade.NotificationsFacade.list_channels
account,notifications_facade,NotificationsFacade.list_notifications,L5,LEAF,,,0,4,4,yes,no,no,,notifications_facade.NotificationsFacade.list_notifications
account,notifications_facade,NotificationsFacade.mark_as_read,L5,LEAF,,,0,1,5,yes,no,no,,notifications_facade.NotificationsFacade.mark_as_read
account,notifications_facade,NotificationsFacade.send_notification,L5,LEAF,,,0,2,8,yes,no,no,,notifications_facade.NotificationsFacade.send_notification
account,notifications_facade,NotificationsFacade.update_preferences,L5,SUPERSET,notifications_facade:NotificationsFacade.get_preferences,,1,2,6,yes,no,no,notifications_facade:NotificationsFacade.get_preferences,notifications_facade.NotificationsFacade.update_preferences → notifications_facade.NotificationsFacade.get_preferences
account,notifications_facade,get_notifications_facade,L5,LEAF,,,0,1,3,yes,no,no,,notifications_facade.get_notifications_facade
account,profile,GovernanceConfig.to_dict,L5,WRAPPER,,profile:load_governance_config,0,0,1,no,no,no,,profile.GovernanceConfig.to_dict
account,profile,GovernanceConfigError.__init__,L5,INTERNAL,accounts_facade:AccountsFacade.__init__ | billing_provider:MockBillingProvider.__init__ | crm_validator_engine:ValidatorService.__init__ | email_verification:EmailVerificationError.__init__ | email_verification:EmailVerificationService.__init__ | identity_resolver:ClerkIdentityResolver.__init__ | notifications_facade:NotificationsFacade.__init__ | tenant_driver:TenantDriver.__init__ | tenant_engine:QuotaExceededError.__init__ | tenant_engine:TenantEngine.__init__ | user_write_driver:UserWriteDriver.__init__ | user_write_engine:UserWriteService.__init__ | validator_engine:ValidatorService.__init__,email_verification:EmailVerificationError.__init__ | tenant_engine:QuotaExceededError.__init__,4,0,2,no,no,no,,profile.GovernanceConfigError.__init__ → accounts_facade.AccountsFacade.__init__ → billing_provider.MockBillingProvider.__init__ → crm_validator_engine.ValidatorService.__init__ → ...+10
account,profile,_get_bool_env,L5,LEAF,,profile:load_governance_config,0,1,3,yes,no,no,,profile._get_bool_env
account,profile,get_governance_config,L5,INTERNAL,profile:load_governance_config | profile:validate_governance_config,profile:validate_governance_at_startup,2,1,3,yes,no,no,profile:load_governance_config | profile:validate_governance_config,profile.get_governance_config → profile.load_governance_config → profile.validate_governance_config
account,profile,get_governance_profile,L5,LEAF,,profile:load_governance_config,0,0,2,no,no,yes,,profile.get_governance_profile
account,profile,load_governance_config,L5,INTERNAL,notifications_facade:ChannelInfo.to_dict | notifications_facade:NotificationInfo.to_dict | notifications_facade:NotificationPreferences.to_dict | profile:GovernanceConfig.to_dict | profile:_get_bool_env | profile:get_governance_profile,profile:get_governance_config | profile:validate_governance_config,1,0,5,no,no,no,,profile.load_governance_config → notifications_facade.ChannelInfo.to_dict → notifications_facade.NotificationInfo.to_dict → notifications_facade.NotificationPreferences.to_dict → ...+3
account,profile,reset_governance_config,L5,WRAPPER,,,0,0,2,no,no,no,,profile.reset_governance_config
account,profile,validate_governance_at_startup,L5,WRAPPER,profile:get_governance_config,,3,0,2,no,no,no,,profile.validate_governance_at_startup → profile.get_governance_config
account,profile,validate_governance_config,L5,CANONICAL,profile:load_governance_config,profile:get_governance_config,2,5,10,yes,no,no,profile:load_governance_config,profile.validate_governance_config → profile.load_governance_config
account,tenant_driver,TenantDriver.__init__,L6,WRAPPER,,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,0,0,1,no,no,no,,tenant_driver.TenantDriver.__init__
account,tenant_driver,TenantDriver.count_active_api_keys,L6,LEAF,,tenant_engine:TenantEngine.create_api_key,0,0,2,no,no,no,,tenant_driver.TenantDriver.count_active_api_keys
account,tenant_driver,TenantDriver.count_running_runs,L6,LEAF,,tenant_engine:TenantEngine.check_run_quota,0,0,2,no,no,no,,tenant_driver.TenantDriver.count_running_runs
account,tenant_driver,TenantDriver.fetch_api_key_by_id,L6,WRAPPER,,tenant_engine:TenantEngine.revoke_api_key,0,0,1,no,no,no,,tenant_driver.TenantDriver.fetch_api_key_by_id
account,tenant_driver,TenantDriver.fetch_api_keys,L6,LEAF,,tenant_engine:TenantEngine.list_api_keys,0,1,3,yes,no,no,,tenant_driver.TenantDriver.fetch_api_keys
account,tenant_driver,TenantDriver.fetch_run_by_id,L6,WRAPPER,,tenant_engine:TenantEngine.complete_run,0,0,1,no,no,no,,tenant_driver.TenantDriver.fetch_run_by_id
account,tenant_driver,TenantDriver.fetch_runs,L6,LEAF,,tenant_engine:TenantEngine.list_runs,0,2,5,yes,no,no,,tenant_driver.TenantDriver.fetch_runs
account,tenant_driver,TenantDriver.fetch_tenant_by_id,L6,WRAPPER,,tenant_driver:TenantDriver.fetch_tenant_snapshot | tenant_engine:TenantEngine.check_run_quota | tenant_engine:TenantEngine.check_token_quota | tenant_engine:TenantEngine.complete_run | tenant_engine:TenantEngine.create_api_key | tenant_engine:TenantEngine.get_tenant | tenant_engine:TenantEngine.increment_usage | tenant_engine:TenantEngine.suspend | tenant_engine:TenantEngine.update_plan,0,0,1,no,no,no,,tenant_driver.TenantDriver.fetch_tenant_by_id
account,tenant_driver,TenantDriver.fetch_tenant_by_slug,L6,LEAF,,tenant_engine:TenantEngine.create_tenant | tenant_engine:TenantEngine.get_tenant_by_slug,0,0,1,no,no,no,,tenant_driver.TenantDriver.fetch_tenant_by_slug
account,tenant_driver,TenantDriver.fetch_tenant_snapshot,L6,ENTRY,tenant_driver:TenantDriver.fetch_tenant_by_id,,1,1,3,yes,no,no,tenant_driver:TenantDriver.fetch_tenant_by_id,tenant_driver.TenantDriver.fetch_tenant_snapshot → tenant_driver.TenantDriver.fetch_tenant_by_id
account,tenant_driver,TenantDriver.fetch_usage_records,L6,LEAF,,tenant_engine:TenantEngine.get_usage_summary,0,0,2,no,no,no,,tenant_driver.TenantDriver.fetch_usage_records
account,tenant_driver,TenantDriver.increment_tenant_usage,L6,WRAPPER,tenant_engine:TenantEngine.increment_usage,tenant_engine:TenantEngine.increment_usage,3,0,2,no,yes,no,,tenant_driver.TenantDriver.increment_tenant_usage → tenant_engine.TenantEngine.increment_usage
account,tenant_driver,TenantDriver.insert_api_key,L6,LEAF,,tenant_engine:TenantEngine.create_api_key,0,0,5,no,yes,no,,tenant_driver.TenantDriver.insert_api_key
account,tenant_driver,TenantDriver.insert_audit_log,L6,LEAF,,tenant_engine:TenantEngine.create_api_key | tenant_engine:TenantEngine.revoke_api_key,0,0,2,no,yes,no,,tenant_driver.TenantDriver.insert_audit_log
account,tenant_driver,TenantDriver.insert_membership,L6,LEAF,,accounts_facade:AccountsFacade.accept_invitation | tenant_engine:TenantEngine.create_membership_with_default,0,2,4,yes,yes,no,,tenant_driver.TenantDriver.insert_membership
account,tenant_driver,TenantDriver.insert_run,L6,LEAF,,tenant_engine:TenantEngine.create_run,0,0,5,no,yes,no,,tenant_driver.TenantDriver.insert_run
account,tenant_driver,TenantDriver.insert_tenant,L6,LEAF,,tenant_engine:TenantEngine.create_tenant,0,0,5,no,yes,no,,tenant_driver.TenantDriver.insert_tenant
account,tenant_driver,TenantDriver.insert_usage_record,L6,LEAF,,tenant_engine:TenantEngine.record_usage,0,0,6,no,yes,no,,tenant_driver.TenantDriver.insert_usage_record
account,tenant_driver,TenantDriver.update_api_key_revoked,L6,LEAF,,tenant_engine:TenantEngine.revoke_api_key,0,0,5,no,yes,no,,tenant_driver.TenantDriver.update_api_key_revoked
account,tenant_driver,TenantDriver.update_run_completed,L6,LEAF,,tenant_engine:TenantEngine.complete_run,0,0,14,no,yes,no,,tenant_driver.TenantDriver.update_run_completed
account,tenant_driver,TenantDriver.update_tenant_plan,L6,LEAF,,tenant_engine:TenantEngine.update_plan,0,0,9,no,yes,no,,tenant_driver.TenantDriver.update_tenant_plan
account,tenant_driver,TenantDriver.update_tenant_status,L6,LEAF,,tenant_engine:TenantEngine.suspend,0,1,5,yes,yes,no,,tenant_driver.TenantDriver.update_tenant_status
account,tenant_driver,TenantDriver.update_tenant_usage,L6,LEAF,,tenant_engine:TenantEngine._maybe_reset_daily_counter | tenant_engine:TenantEngine.complete_run,0,4,6,yes,yes,no,,tenant_driver.TenantDriver.update_tenant_usage
account,tenant_driver,get_tenant_driver,L6,WRAPPER,,tenant_engine:TenantEngine.__init__,0,0,1,no,no,no,,tenant_driver.get_tenant_driver
account,tenant_engine,QuotaExceededError.__init__,L5,INTERNAL,accounts_facade:AccountsFacade.__init__ | billing_provider:MockBillingProvider.__init__ | crm_validator_engine:ValidatorService.__init__ | email_verification:EmailVerificationError.__init__ | email_verification:EmailVerificationService.__init__ | identity_resolver:ClerkIdentityResolver.__init__ | notifications_facade:NotificationsFacade.__init__ | profile:GovernanceConfigError.__init__ | tenant_driver:TenantDriver.__init__ | tenant_engine:TenantEngine.__init__ | user_write_driver:UserWriteDriver.__init__ | user_write_engine:UserWriteService.__init__ | validator_engine:ValidatorService.__init__,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__,4,0,4,no,no,no,,tenant_engine.QuotaExceededError.__init__ → accounts_facade.AccountsFacade.__init__ → billing_provider.MockBillingProvider.__init__ → crm_validator_engine.ValidatorService.__init__ → ...+10
account,tenant_engine,TenantEngine.__init__,L5,WRAPPER,tenant_driver:get_tenant_driver,email_verification:EmailVerificationError.__init__ | profile:GovernanceConfigError.__init__ | tenant_engine:QuotaExceededError.__init__,1,0,2,no,no,no,,tenant_engine.TenantEngine.__init__ → tenant_driver.get_tenant_driver
account,tenant_engine,TenantEngine._maybe_reset_daily_counter,L5,SUPERSET,tenant_driver:TenantDriver.update_tenant_usage,tenant_engine:TenantEngine.check_run_quota | tenant_engine:TenantEngine.increment_usage,1,2,2,yes,no,no,tenant_driver:TenantDriver.update_tenant_usage,tenant_engine.TenantEngine._maybe_reset_daily_counter → tenant_driver.TenantDriver.update_tenant_usage
account,tenant_engine,TenantEngine.check_run_quota,L5,SUPERSET,tenant_driver:TenantDriver.count_running_runs | tenant_driver:TenantDriver.fetch_tenant_by_id | tenant_engine:TenantEngine._maybe_reset_daily_counter,tenant_engine:TenantEngine.create_run,2,4,8,yes,no,no,tenant_driver:TenantDriver.count_running_runs | tenant_driver:TenantDriver.fetch_tenant_by_id | tenant_engine:TenantEngine._maybe_reset_daily_counter,tenant_engine.TenantEngine.check_run_quota → tenant_driver.TenantDriver.count_running_runs → tenant_driver.TenantDriver.fetch_tenant_by_id → tenant_engine.TenantEngine._maybe_reset_daily_counter
account,tenant_engine,TenantEngine.check_token_quota,L5,SUPERSET,tenant_driver:TenantDriver.fetch_tenant_by_id,,1,2,5,yes,no,no,tenant_driver:TenantDriver.fetch_tenant_by_id,tenant_engine.TenantEngine.check_token_quota → tenant_driver.TenantDriver.fetch_tenant_by_id
account,tenant_engine,TenantEngine.complete_run,L5,SUPERSET,tenant_driver:TenantDriver.fetch_run_by_id | tenant_driver:TenantDriver.fetch_tenant_by_id | tenant_driver:TenantDriver.update_run_completed | tenant_driver:TenantDriver.update_tenant_usage | tenant_engine:TenantEngine.record_usage,,2,3,6,yes,no,no,tenant_driver:TenantDriver.fetch_run_by_id | tenant_driver:TenantDriver.fetch_tenant_by_id | tenant_driver:TenantDriver.update_run_completed | tenant_driver:TenantDriver.update_tenant_usage | tenant_engine:TenantEngine.record_usage,tenant_engine.TenantEngine.complete_run → tenant_driver.TenantDriver.fetch_run_by_id → tenant_driver.TenantDriver.fetch_tenant_by_id → tenant_driver.TenantDriver.update_run_completed → ...+2
account,tenant_engine,TenantEngine.create_api_key,L5,CANONICAL,tenant_driver:TenantDriver.count_active_api_keys | tenant_driver:TenantDriver.fetch_tenant_by_id | tenant_driver:TenantDriver.insert_api_key | tenant_driver:TenantDriver.insert_audit_log,,1,3,11,yes,no,no,tenant_driver:TenantDriver.count_active_api_keys | tenant_driver:TenantDriver.fetch_tenant_by_id | tenant_driver:TenantDriver.insert_api_key | tenant_driver:TenantDriver.insert_audit_log,tenant_engine.TenantEngine.create_api_key → tenant_driver.TenantDriver.count_active_api_keys → tenant_driver.TenantDriver.fetch_tenant_by_id → tenant_driver.TenantDriver.insert_api_key → ...+1
account,tenant_engine,TenantEngine.create_membership_with_default,L5,WRAPPER,accounts_facade_driver:AccountsFacadeDriver.insert_membership | tenant_driver:TenantDriver.insert_membership,,1,0,3,no,no,no,,tenant_engine.TenantEngine.create_membership_with_default → accounts_facade_driver.AccountsFacadeDriver.insert_membership → tenant_driver.TenantDriver.insert_membership
account,tenant_engine,TenantEngine.create_run,L5,ENTRY,tenant_driver:TenantDriver.insert_run | tenant_engine:TenantEngine.check_run_quota | tenant_engine:TenantEngine.increment_usage,,3,1,5,yes,no,no,tenant_driver:TenantDriver.insert_run | tenant_engine:TenantEngine.check_run_quota | tenant_engine:TenantEngine.increment_usage,tenant_engine.TenantEngine.create_run → tenant_driver.TenantDriver.insert_run → tenant_engine.TenantEngine.check_run_quota → tenant_engine.TenantEngine.increment_usage
account,tenant_engine,TenantEngine.create_tenant,L5,ENTRY,tenant_driver:TenantDriver.fetch_tenant_by_slug | tenant_driver:TenantDriver.insert_tenant,,1,1,6,yes,no,no,tenant_driver:TenantDriver.fetch_tenant_by_slug | tenant_driver:TenantDriver.insert_tenant,tenant_engine.TenantEngine.create_tenant → tenant_driver.TenantDriver.fetch_tenant_by_slug → tenant_driver.TenantDriver.insert_tenant
